Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,SDG
6,"Mahendra Prasad Tripathi, Damodar Gautam, Keshab Babu Koirala, Hari Kumar Shrestha, Abdurahman Besir",Evaluation of pro-vitamin A enriched maize hybrids for fighting hidden hunger in Nepal,2022,Journal of Agriculture and Applied Biology,Galaxy Science,https://doi.org/10.11594/jaab.03.01.03,,29,2025-05-25 11:30:37,journal-article,10.11594/jaab.03.01.03,2723-5106,,3.0,1.0,19.0,27.0,6,2.0,1,5,3,"Prevailing vitamin A deficiency is a malnutrition repercussing retarded growth, weak immune system and night-blindness in human beings. Pro-vitamin A enriched maize hybrids could be a strategy for combating vitamin A deficiency, mostly prevailing in children and women of Nepal. With the objective to investigate superior pro-vitamin A enriched ‘bio-fortified’ maize cultivars, twice replicated experiments were laid out in α-lattice design over two consecutive growing seasons of 2019 and 2019/20 at the National Maize Research Program (NMRP), Rampur, Chitwan, Nepal. The results revealed that the difference among tested hybrids was glaring for all agro-morphological, yield, and yield components traits. Among the evaluated traits, days to 50% anthesis and silking, plant and ear height, numbers of kernel rows per cob, grains per row, and grain yield varied significantly among the tested maize hybrids. Effect of planting season was significant for grain yield where winter maize produced 32% higher grain yield than spring maize. HPO16-2, HPO49-3, HPO49-5, and HPO49-2 were the 38-61% high yielding ‘bio-fortified’ maize genotypes than normal hybrid check. Therefore, these hybrids might be the potential higher-yielding future pro-vitamin A enriched maize hybrids to resolve food insecurity, malnutrition, trade deficit on maize grains and specially to combat vitamin A deficiency in Nepal.",https://jaabjournal.org/index.php/jaab/article/download/195/50,,SDG 2: Zero Hunger
11,"Gokul P. Paudel, Hom Gartaula, Dil Bahadur Rahut, Scott E. Justice, Timothy J. Krupnik, Andrew J. McDonald",The contributions of scale-appropriate farm mechanization to hunger and poverty reduction: evidence from smallholder systems in Nepal,2023,Journal of Economics and Development,Emerald,https://doi.org/10.1108/jed-10-2022-0201,,105,2025-05-25 11:30:37,journal-article,10.1108/jed-10-2022-0201,1859-0020,,25.0,1.0,37.0,61.0,11,5.5,2,6,2,"Purpose: This study examines the adoption drivers of scale-appropriate mechanization in Nepal's maize-based farming systems. The authors also assess the contribution of scale-appropriate mechanization to the United Nations Sustainable Development Goals (SDGs) of zero hunger (SDG2) and no poverty (SDG1). Design/methodology/approach: Propensity score matching and doubly robust inverse probability-weighted regression adjusted methods were applied to estimate the effects of mini-tiller adoption. These methods control the biases that arise from observed heterogeneities between mini-tillers users and nonusers. Findings: The study findings show that farm size, labor shortages, draft animal scarcity, market proximity, household assets and household heads' educational level influence the adoption of mechanization in Nepal. Mechanized farms exhibited enhanced maize productivity, profits and household food self-sufficiency. Reduced depth and severity of poverty were also observed. Nevertheless, these effects were not uniform; very small farms (≤0.41 ha) facing acute labor shortages benefited the most. Research limitations/implications: The study results suggest that policymakers in developing nations like Nepal may wish to expand their emphasis on scale-appropriate mechanization to improve farm productivity and household food security, reduce poverty and contribute to the SDGs. Originality/value: This first-of-its-kind study establishes the causal effects between scale-appropriate farm mechanization and SDG1 (no poverty) and SDG2 (zero hunger) in a developing nation.",https://www.emerald.com/insight/content/doi/10.1108/JED-10-2022-0201/full/html,,SDG 2: Zero Hunger
1,Pashupati Nepal,Mainstreaming climate change adaptation into sectoral policies in Nepal: A review,2019,Geographical Journal of Nepal,Nepal Journals Online (JOL),https://doi.org/10.3126/gjn.v12i1.23412,,177,2025-05-25 11:30:37,journal-article,10.3126/gjn.v12i1.23412,2565-4993,,12.0,,1.0,24.0,1,0.17,1,1,6,"Nepalese people have experienced climate variability for a long time and the mitigation and adaptation responses they have made to reduce the effect of climate variability are not new phenomena for Nepal. However, mainstreaming climate change issues into sectoral policies from the government can be seen as recent activities in Nepal. Nepal has contributed negligible amount of emissions of Greenhouse Gases (GHGs) of global greenhouse gas, it is the fourth most vulnerable country in the world. In this context, this paper aims to review climate change adaptation policies in terms of sectoral integration. This paper has adopted text-mining method for information retrieval and knowledge mining and followed step-by-step approach to undertake review of policies. It concludes that National Adaptation Programme of Action (NAPA) in 2010 can be a milestone in sectoral adaptation of climate change issue largely because it has provided the national framework for sectoral adaptation to climate change. However, NAPA ignores the importance of structural and institutional reforms needed for mainstreaming climate change adaptation into sectoral agencies. Climate change Policy, 2011, Local Adaptation Plan of Action (LAPA) 2011, Constitution of Nepal, 2015, Local Government Operation Act (LGOA) 2017, Disaster Risk Reduction and Management Act, 2017 and National REDD+ Strategy, 2018 are other prominent legislative and policy frameworks that have significant contribution in sectoral integration of climate change adaptation issues. However, lack of climate change act in order to implement fully these policies into practice for its implementation can be a major obstacle to achieve the goal. In this context, strong legislative foundation with effective institutional mechanism among different sectors will be very crucial to capture the spirit of new Federal Constitution of Nepal.",https://www.nepjol.info/index.php/gjn/article/download/23412/19841,,SDG 2: Zero Hunger
0,,Nepal – Western Nepal earthquake: Urgent call for assistance,2024,,FAO,https://doi.org/10.4060/cd0519en,,186,2025-05-25 11:30:37,report,10.4060/cd0519en,,,,,,,0,0.0,0,0,1,,,,SDG 2: Zero Hunger
0,"Alok Atreya, Jagat Bahadur Thapa, Ritesh G Menezes, Samata Nepal, Binu Nepal",A Case of Fatal Electrocution in Rural Nepal,2021,Journal of Nepal Health Research Council,Nepal Health Research Council,https://doi.org/10.33314/jnhrc.v19i1.3257,,201,2025-05-25 11:30:37,journal-article,10.33314/jnhrc.v19i1.3257,1999-6217,,19.0,1.0,209.0,211.0,0,0.0,0,5,4,"Although preventable, electrocutions have claimed many lives in Nepal. People of low socio-economic background from remote villages in Nepal who visit jungle to tend cattle, collect firewood and cattle fodder are vulnerable to electrocution when the foliage are in contact with the power lines. We present a case of a 11-year-old boy who was found suspended over three naked high-tension electric wires approximately 30 feet above the ground in rural Nepal. This article describes a case of fatal electrocution and attempts to explain a reasons for such mishaps in Nepal through consideration of topography and socioeconomic factors. This article further discusses the death scene investigation in such cases. Keywords: Death scene investigation; fatal electrocution; high-tension transmission",,,SDG 2: Zero Hunger
8,Niranjan Nayak,Scrub Typhus in Nepal,2016,Nepal Journal of Epidemiology,Nepal Journals Online (JOL),https://doi.org/10.3126/nje.v6i2.15162,,205,2025-05-25 11:30:37,journal-article,10.3126/nje.v6i2.15162,2091-0800,,6.0,2.0,563.0,564.0,8,0.89,8,1,9,"Unfortunately, it is not feasible to prepare an effective vaccine against scrub typhus, because of the extreme antigenic variation seen amongst the strains of O tsutsugamushi. Immunity acquired naturally against one antigenic type may not be protective against another type which might be currently circulating in the locality.  This complexity continues and the problem of making an effective vaccine against this disease still persists. ",https://www.nepjol.info/index.php/NJE/article/download/15162/12273,,SDG 2: Zero Hunger
2,Niranjan Nayak,Burden of Fungal Infections in Nepal,2016,Nepal Journal of Epidemiology,Nepal Journals Online (JOL),https://doi.org/10.3126/nje.v6i2.15167,,218,2025-05-25 11:30:37,journal-article,10.3126/nje.v6i2.15167,2091-0800,,6.0,2.0,584.0,585.0,2,0.22,2,1,9,"It is, therefore, needless to emphasize that there is a significant burden of existing as well as emerging fungal diseases in Nepal. It is high time that epidemiological studies be conducted to validate these issues. ",https://www.nepjol.info/index.php/NJE/article/download/15167/12277,,SDG 2: Zero Hunger
0,Uma Shankar Prasad,Poverty in Nepal,2014,Economic Journal of Nepal,Nepal Journals Online (JOL),https://doi.org/10.3126/ejon.v37i1-2.75141,,242,2025-05-25 11:30:37,journal-article,10.3126/ejon.v37i1-2.75141,1018-631X,,37.0,1.0,12.0,25.0,0,0.0,0,1,11,"Nepal is one of the poorest countries in the world with stratified society. Although the incidence has decreased, absolute number of poor living below the poverty line has increased sharply. The methodological adjustments has underestimated the poverty incidence under Nepal Living Standard Survey round second and third (NLSS II & III).Therefore, the study concludes thatthe population living below poverty line in Nepal is at increasing trend but the intention of the government seems to show decreasing trend by adjusting it in different ways. Adoption of the New Economic Polices is one of the major reasons for increasing the problem of poverty, rural-urban differences and social tension in Nepalese society.",https://www.nepjol.info/index.php/EJON/article/download/75141/57592,,SDG 2: Zero Hunger
0,"Naveen Adhikari, Tulasi Nepal",Estimating Quarterly GDP for Nepal: An Application of Chow-Lin Procedure,2019,Economic Journal of Nepal,Nepal Journals Online (JOL),https://doi.org/10.3126/ejon.v42i3-4.36036,,244,2025-05-25 11:30:37,journal-article,10.3126/ejon.v42i3-4.36036,1018-631X,,42.0,3.0,41.0,53.0,0,0.0,0,2,6,"Nepal started producing annual national income estimates following an internationally accepted system of 'National Account Systems' since the late1960s; and, accordingly, the annual GDP figures for Nepal are available for a longer period. However, the production and publication of quarterly GDP for public consumption have been both rare and occasional. This paper aims to bridge this gap by providing an estimate for quarterly GDP for the period of 1997/98 Q1 to 2017/18 Q4 following well established Chow-Lin procedure. The quarterly exports and government tax revenue are used to extrapolate the magnitude and movement of quarterly GDP. The results show a deterministic seasonal movement over the quarters. In particular, increased economic activities are observed in the second and fourth quarters while making a comparison on quarter to quarter basis. It is expected that this paper will partially fulfill the gap of unavailability of quarterly GDP figures in the public domain, and documents that the researcher may use suitable econometric exercise to obtain inter-temporal disaggregation of low-frequency data such as annual GDP into quarterly figures.",https://www.nepjol.info/index.php/EJON/article/download/36036/28143,,SDG 2: Zero Hunger
0,Bibhuti Ojha,Constructed Wetland as a Leachate Treatment Option in Nepal,2020,SCITECH Nepal,Nepal Journals Online (JOL),https://doi.org/10.3126/scitech.v15i1.49103,,246,2025-05-25 11:30:37,journal-article,10.3126/scitech.v15i1.49103,2091-1742,,15.0,1.0,49.0,53.0,0,0.0,0,1,5,"Leachate is a complex and toxic liquid generated in a landfill site that is detrimental to the environment if not managed properly. Constructed wetland is considered as an environmentally friendly and low maintenance cost option for treating leachate. The performance of constructed wetland in the treatment of leachate depends on climatic condition, type of wetland and type of vegetation. Generally, it is observed that high content of organic waste generates leachate of high BOD concentration. Constructed wetland without pre-treatment and Phragmites australis as vegetation can be a possible option for treating leachate.",https://www.nepjol.info/index.php/scitech/article/download/49103/36586,,SDG 2: Zero Hunger
3,"Jiban Khadka, Dirgha Raj Joshi, Krishna Prasad Adhikari, Bishnu Khanal",Learner-Centered Instruction: Teachers’ Practice in Online Class of Mathematics During Covid-19 Pandemic in Nepal,2022,International Journal of Instruction,Modestum Ltd,https://doi.org/10.29333/iji.2022.15345a,,247,2025-05-25 11:30:37,journal-article,10.29333/iji.2022.15345a,1694-609X,,15.0,3.0,831.0,852.0,3,1.0,1,4,3,"Learner-centered instruction is very important concept in virtual and face-to-face classes for enhancing academic performance of students.This research aims to study the status of learner-centered instructions followed by the teachers in online classes during the pandemic and its effectiveness on the mathematics achievement of the learners.The cross-sectional survey design was used by taking 2273 students by convenient sampling from basic to university level of Nepal.The t-test, ANOVA, correlation, and regression techniques were used to analyze the data.The finding of the study indicates that the learning-centered role of teachers was found to be high in mathematics teaching during the pandemic situation in Nepal however teachers are not habituated to give extra time in learning difficulties whereas the problem solving and creative role of teachers were found better as compared to other.Types of the institutions, teaching level, access to the internet, and having tablet are the determinants for the learner-centered instruction in teaching whereas availability of laptop and computer, types of institutions, and access to the internet have significant roles to determine the mathematics achievement.The findings of this research suggest that practice of learner-centered instruction would be useful and beneficial for the learners in online classes.",https://www.e-iji.net/dosyalar/iji_2022_3_45.pdf,,SDG 2: Zero Hunger
0,"Benju Nepal, Bibekti Nepal, Bandana Gurung Sharma, Chandika Pandit, Rajju Hachhethu","Knowledge, attitude and practice towards COVID-19 among pregnant women in a tertiary hospital in Pokhara, Nepal",2022,Journal of Gandaki Medical College-Nepal,Nepal Journals Online (JOL),https://doi.org/10.3126/jgmcn.v15i2.43884,,248,2025-05-25 11:30:37,journal-article,10.3126/jgmcn.v15i2.43884,2070-4259,,15.0,2.0,155.0,161.0,0,0.0,0,5,3,"Introduction: The study was done to find out the knowledge, attitude, and practice of pregnant women towards COVID-19 in tertiary hospital of Pokhara, Nepal. Methods: A descriptive cross-sectional study was carried out among 385 pregnant women attending antenatal clinics of Gandaki Medical College starting from May 2021 to July 2021, by using self- administered questionnaire. The data was analyzed using statistical package for the social sciences version 21.0 and descriptive statistics were computed. Results: More than four‐fifths respondents were aware about COVID‐19. Half of them thought it transmits via human touch. One-fourth of them mentioned that delivery at the hospital during COVID-19 pandemic was unsafe. Almost half of them regretted conceiving, among which one quarter thought of aborting their fetus, half of them were against breastfeeding, and three-forth had regular antenatal care checkups. Majority of them took precautions to stay safe, where half of them responded that they would not breast fed baby if they got infected. Conclusions: Majority of the study population have good knowledge, attitude, and practice of COVID-19 disease. However, it is worrisome that some respondents thought of terminating her pregnancy, and some were unable to visit the hospital for routine antenatal care checkups and didn’t have proper knowledge about breastfeeding their child. Proper education must be given to the population to avert these negative attitudes while promoting a positive preventive attitude.",https://www.nepjol.info/index.php/JGMCN/article/download/43884/38761,,SDG 2: Zero Hunger
3,"Anil Paudel, Awijit Neupane, Santosh Khadka, Laxmi Adhikari, Shishir Paudel, Maheshor Kaphle",Factors affecting Premarital Sex among Nepalese Undergraduates,2023,Journal of Public Health and Development,ASEAN Institute for Health Development,https://doi.org/10.55131/jphd/2023/210213,,258,2025-05-25 11:30:37,journal-article,10.55131/jphd/2023/210213,2673-0774,,21.0,2.0,152.0,167.0,3,1.5,1,6,2,"Premarital sex is considered a social taboo and an immoral act in Nepal. However, there is a widespread view that young men and women are becoming more at ease in each other's company and beginning sexual experiences prior to marriage, putting them at risk of the consequences of unsafe sex. This research aims to evaluate the factors associated with premarital sexual behavior and its consequences among Nepalese college-going adolescents and youths. This cross-sectional web-based study included 415 Nepalese students over the age of 18 who were enrolled in a bachelor's degree program in a discipline other than health science. Data was collected from students online using a self-administered structured questionnaire. Pearson's chi-square (χ2) and logistic regressions were used to examine the relationship between the independent and outcome variables. Most participants (61.7%) had dating experience and 21.2% had premarital sex. About three-fourths (76.1%) of participants had premarital sex before the age of 20 years and the ages of sexual debut ranged from 13 to 25 years. The major reasons for sexual debut were desire, curiosity, continuation of love relationship, and peer pressure. One-third of students (33.0%) reported having more than two sex partners, and 11.4% had intercourse with commercial sex workers. Among students who had premarital sex, 13.7% of participants or their sex partners, had to undergo abortions because of unintended pregnancies. Having an illiterate parent (AOR=11.0; 95% CI=2.01-60.87), high pocket money (AOR=4.2; 95% CI=1.1-16.2), increased dating culture (AOR=18.8; 95% CI=4.8-74.2), a close friend who has experienced premarital sex (AOR=5.2; 95% CI=2.21-12.21), and exposure to pornography (AOR=97.87; 95% CI= 9.5-10001.4) were predictors of premarital sex among Nepalese college students. This demonstrates the importance of sex and relationship education programs led by qualified peer educators in educating young people about safe sexual activity.",,,SDG 2: Zero Hunger
0,"Bhupesh Chanda, Dinesh Sukamani, Sudip Pokhrel, Sujan Nepal",Barriers to Implementing Safety Measures During COVID-19 Pandemic on Building Construction Projects in Nepal,2023,SCITECH Nepal,Nepal Journals Online (JOL),https://doi.org/10.3126/scitech.v17i1.60494,,265,2025-05-25 11:30:37,journal-article,10.3126/scitech.v17i1.60494,2091-1742,,17.0,1.0,91.0,100.0,0,0.0,0,4,2,"The COVID-19 pandemic caused disruptions in building construction projects, with safety measures being a major concern for workers and the public. This study aims to assess the barriers to safety measures during the COVID-19 pandemic on building construction projects in Nepal. A total of 330 responses were collected from construction professionals in Nepal using a Likert scale. To ensure the data's suitability for factor analysis using Principal Component Analysis, Kaiser-Meyer-Olkin, Bartlett's Sphericity test, inter-component correlations, and Cronbach alpha scores for internal consistency were checked, and principal components were extracted. A 25-item safety barrier to safety measures in building construction projects during the COVID-19 pandemic was identified through an extensive review of the literature; six components were retained using Principal Component Analysis which represented the model of choice and explained 62.86 % of the data variance. The components were; inappropriate safety guidelines, psychological working pressure, inadequate hygiene monitoring and control, lack of safety awareness, improper working culture, and insufficient planning and scheduling. The internal consistency for the retained components was high; Cronbach α scores ranged from 0.72 to 0.796. “Inappropriate Safety Guidelines” was the most critical barrier to implementing safety measures during the COVID-19 pandemic in building construction projects, according to the rankings of the six identified components. It is recommended that construction professionals and regulatory bodies prioritize the development and adherence to robust safety protocols tailored to pandemic conditions. Regularly updating and reinforcing these guidelines will be crucial in safeguarding the health and well-being of workers while ensuring project continuity. Additionally, investing in thorough training and awareness programs can significantly mitigate this barrier's impact.",https://nepjol.info/index.php/scitech/article/download/60494/45195,,SDG 2: Zero Hunger
